id,pred
462,-7.051686
463,-7.379455
464,-14.95473
465,14.786862
466,17.87917
467,25.255732
468,-13.467761
469,-21.08165
470,-2.8510098
471,-2.179674
472,-7.103338
473,7.2144313
474,-42.356544
475,22.35898
476,2.7179298
477,11.626529
478,-1.2017348
479,0.04872872
480,-32.068825
481,-27.41855
482,-10.802119
483,-3.8281677
484,5.0512066
485,8.103631
486,10.586018
487,-19.080029
488,-21.045252
489,-58.368134
490,-1.617238
491,2.5078547
492,-13.307541
493,0.2817573
494,-10.463485
495,-14.169658
496,-16.63317
497,-6.7303214
498,-20.896189
499,2.6689537
500,-6.3271966
501,2.8430269
502,-17.810282
503,-20.594702
504,-18.406456
505,-12.875842
506,0.8433173
507,22.364162
508,8.401619
509,-5.9208984
510,-6.943274
511,9.494618
512,-14.313863
513,-16.249544
514,0.3623911
515,-27.441946
516,-5.914932
517,8.141742
518,9.688716
519,-39.021927
520,26.662575
521,-6.632094
522,-13.445653
523,-11.967788
524,-36.360214
525,-9.545608
526,-24.229033
527,22.565321
528,-12.274199
529,-30.51724
530,2.7769332
531,4.6882377
532,-1.4848905
533,10.214374
534,30.187218
535,-4.8886213
536,-36.534008
537,10.431762
538,1.5185676
539,3.6227334
540,-4.705009
541,14.7123
542,-8.197196
543,-21.42468
544,-16.158413
545,-17.030699
546,-10.562625
547,9.66137
548,-29.362513
549,-15.232089
550,2.9684637
551,-4.8423676
552,1.7630643
553,-3.1480765
554,-1.6475645
555,-15.620899
556,10.107474
557,15.0440035
558,-34.94243
559,-8.821833
560,6.7574315
561,-20.214752
562,-22.042404
563,-32.647377
564,-0.3132466
565,-5.5817237
566,-1.9668272
567,-13.727528
568,-21.123755
569,0.019888416
570,-13.769027
571,-23.415615
572,1.8547418
573,-33.920494
574,-15.09508
575,13.796355
576,-14.6984415
577,-4.863395
578,-11.018355
579,-1.5985348
580,-0.79523563
581,28.206106
582,-22.417639
583,3.3414884
584,-4.174277
585,9.921832
586,-0.3080362
587,-21.638113
588,-6.1754165
589,-7.4755716
590,17.316927
591,-15.836965
592,-4.5292463
593,-19.769289
594,-26.182802
595,3.3703814
596,21.965857
597,3.4287548
598,-8.343923
599,-17.18112
600,-34.24666
601,-1.5242741
602,-54.518917
603,3.6295657
604,-33.84416
605,16.11465
606,-7.1062284
607,9.615314
608,-18.155125
609,-7.7429466
610,-34.55483
611,11.326175
612,-68.5643
613,1.9250646
614,12.354992
615,-17.970718
616,-13.408002
617,-2.3480873
618,8.983447
619,10.699201
620,-2.1721852
621,-24.467714
622,-10.446852
623,21.784029
624,3.4200754
625,-1.5988315
626,-15.466735
627,17.335802
628,-4.297816
629,-22.974281
630,6.430222
631,-4.8763337
632,-15.46013
633,4.9738784
634,-31.661226
635,-18.02099
636,-13.8803835
637,-41.247185
638,-23.881887
639,5.1575084
640,-10.845611
641,8.420124
642,-5.933006
643,-20.455643
644,-5.122865
645,10.196648
646,-16.289728
647,-18.814344
648,-7.4555078
649,-22.258375
650,-4.8186746
651,7.554437
652,-12.80227
653,-16.057415
654,-48.287018
655,-6.655295
656,-22.622778
657,18.259665
658,-7.2873645
659,-12.876064
660,-19.010408
661,12.181045
662,-29.204779
663,-21.67626
664,-13.977916
665,-11.933619
666,4.3081613
667,6.386048
668,13.721484
669,-4.0211015
670,-12.025962
671,-12.778359
672,-17.672884
673,-12.992089
674,5.5633383
675,13.49314
676,-3.6790314
677,-2.032627
678,-2.4573593
679,-19.444601
680,16.344587
681,13.547786
682,-28.818182
683,-15.030217
684,-25.34271
685,-26.10293
686,-27.355608
687,-2.2567198
688,5.5616555
689,-25.949713
690,-12.63692
691,-18.532066
692,-25.150415
693,-11.6909895
694,-24.264908
695,-8.29046
696,-6.0427575
697,-9.153926
698,-15.705859
699,3.266498
700,-40.548756
701,-7.671016
702,-9.653099
703,-15.599168
704,-1.1858412
705,-35.949932
706,10.130743
707,0.23083161
708,-18.157377
709,-26.320915
710,23.6468
711,1.7775934
712,-11.81854
713,-25.221537
714,-50.98866
715,-5.0027714
716,-3.7889078
717,-3.844154
718,9.336509
719,-4.506875
720,-1.9322252
721,-1.0593222
722,7.0480824
723,-1.2224385
724,-5.3542867
725,0.9026849
726,-10.759727
727,-8.287087
728,-7.3852363
729,-10.932524
730,-30.320765
731,-33.48963
732,-11.524497
733,-27.000662
734,22.831173
735,-4.052357
736,2.3399143
737,-22.818705
738,4.9859395
739,-54.93225
740,8.586436
741,-13.45199
742,-14.156651
743,-49.430336
744,11.570731
745,-0.35579658
746,-11.628594
747,7.437103
748,15.28609
749,-1.7492241
750,-8.394439
751,-15.847838
752,-15.173448
753,-22.58983
754,-13.24218
755,-19.611906
756,10.947475
757,-22.194395
758,-17.977243
759,-9.492881
760,-23.856012
761,-47.37658
762,-17.173082
763,15.818515
764,-13.52789
765,3.2904603
766,2.38012
767,0.8973321
768,13.089153
769,8.415711
770,0.2834555
771,-2.6979027
772,-45.641228
773,-24.412704
774,14.936038
775,-10.585053
776,14.688052
777,-8.779323
778,-2.9201045
779,-30.500662
780,-29.502676
781,-19.264513
782,-10.984477
783,-17.15213
784,-11.077016
785,-0.7714423
786,-32.859726
787,4.6859784
788,14.519681
789,-39.318893
790,-31.02249
791,-31.260363
792,1.1656046
793,-11.32195
794,-23.16142
795,-31.623312
796,-11.62139
797,-0.6099547
798,-11.287286
799,-38.615116
800,-23.63168
801,-26.219913
802,-23.323109
803,-18.886255
804,-10.120543
805,16.235266
806,25.394796
807,19.501673
808,-12.106053
809,21.908163
810,-27.130724
811,-24.80009
812,15.699599
813,0.331169
814,-23.75647
815,-31.66648
816,-9.522944
817,-26.46815
818,-7.7901783
819,-10.623295
820,-18.525906
821,-36.907986
822,-10.122878
823,-30.57937
824,-40.56474
825,-33.959724
826,-29.769835
827,-14.900074
828,-32.720917
829,-23.292906
830,-49.56433
831,-20.356546
832,-42.76355
833,-25.709063
834,-25.27153
835,-30.275301
836,2.0478024
837,-9.240816
838,-19.19682
839,-21.416113
840,-2.0670114
841,-8.452619
842,-8.156066
843,-28.510386
844,2.1569622
845,-21.249943
846,-2.906371
847,4.545071
848,3.1119123
849,10.828988
850,-10.334204
851,-38.353905
852,24.311533
853,-18.91973
854,0.784626
855,-30.660013
856,-16.816824
857,-17.03053
858,-47.746998
859,5.809062
860,-23.145838
861,-7.994557
862,-16.269861
863,-25.057898
864,-16.080431
865,-34.817535
866,-29.700167
867,-22.363209
868,-20.796152
869,-2.7955623
870,0.26827443
871,-3.2514274
872,12.129306
873,22.792744
874,-34.455902
875,7.88051
876,-30.464502
877,-32.930603
878,-1.734011
879,-12.728322
880,-30.643349
881,-19.737133
882,17.199217
883,-5.747974
884,-24.993559
885,-28.517298
886,15.405406
887,-4.9134192
888,-31.641722
889,7.360434
890,6.1441636
891,39.900352
892,-11.196158
893,-4.634726
894,-42.800285
895,-1.9025011
896,-17.81886
897,3.3233979
898,-25.319933
899,-7.036697
900,-32.069542
901,-17.264565
902,-22.135405
903,-21.328098
904,-13.897741
905,-6.1918526
906,-22.224781
907,14.366725
908,-12.967017
909,6.990034
910,0.6151264
911,-7.6170306
912,-20.850828
913,-36.52403
914,-30.429136
915,-23.558168
916,-14.816757
917,-28.023119
918,-6.2890296
919,-0.84251404
920,-0.86066043
921,-20.088947
922,-24.273178
923,-0.18319179
924,19.483965
925,9.670516
926,12.988488
927,6.7482295
928,-15.109907
929,-18.172337
930,-38.408295
931,22.553343
932,10.667171
933,-15.324704
934,-7.058514
935,5.4526343
936,4.118175
937,26.319971
938,-9.277102
939,-17.497723
940,-33.23825
941,-12.213883
942,-4.9075804
943,5.8679376
944,26.867052
945,-10.829694
946,2.816564
947,-34.91625
948,-31.11415
949,-1.703841
950,4.129112
951,-17.716137
952,11.082968
953,-1.6147406
954,-15.038871
955,-16.85915
956,0.02662538
957,-14.447188
958,14.634482
959,5.2613835
960,-11.791219
961,-8.51438
962,12.506282
963,-25.351233
964,-30.726557
965,-16.473104
966,3.0264728
967,1.99581
968,-1.6469647
969,-9.657985
970,-16.711056
971,-0.32317734
972,-19.906034
973,0.88171685
974,-15.547797
975,-17.014471
976,-4.3782296
977,-24.345922
978,-17.70739
979,-14.734943
980,-18.100554
981,-21.982967
982,14.056353
983,18.289246
984,-26.073568
985,17.80265
986,8.24556
987,7.4457817
988,-1.1424326
989,11.479402
990,6.10996
991,24.214693
992,-20.277222
993,-31.806917
994,-31.134695
995,12.062562
996,-19.181358
997,-18.008402
998,11.374882
999,1.3186154
1000,-25.159788
1001,-9.524628
1002,-17.745928
1003,-5.7817235
1004,16.786375
1005,-14.925782
1006,-26.60871
1007,-35.17549
1008,7.8588605
1009,22.728104
1010,-8.230174
1011,-6.406082
1012,14.516534
1013,4.4301324
1014,-14.715031
1015,-31.496965
1016,-18.021276
1017,1.0737717
1018,-18.837626
1019,-25.197886
1020,-15.85456
1021,7.007323
1022,-21.367985
1023,4.6632447
1024,3.994245
1025,-38.9881
1026,8.441704
1027,14.955096
1028,-29.327318
1029,-20.60555
1030,-9.551353
1031,-21.21158
1032,0.5731416
1033,-9.638562
1034,-8.064142
1035,1.7489353
1036,-13.739192
1037,-45.046783
1038,-29.201365
1039,-46.58259
1040,-8.688001
1041,-28.024004
1042,-36.49127
1043,-41.896294
1044,-5.6232214
1045,-33.744114
1046,5.332804
1047,-20.513102
1048,-11.561489
1049,2.7126315
1050,-13.341641
1051,-12.630906
1052,-8.133505
1053,-0.55079204
1054,9.051919
1055,-26.344282
1056,-5.473458
1057,-10.937068
1058,-4.850146
1059,-3.2286978
1060,17.811789
1061,-10.679145
1062,-34.534424
1063,4.939192
1064,-23.579542
1065,-24.714249
1066,-19.725628
1067,-5.3461843
1068,-5.2356367
1069,-28.516932
1070,0.22523995
1071,2.5723732
1072,-31.21652
1073,-12.2661085
1074,-21.480936
1075,-3.0013628
1076,-15.793273
1077,-6.3518395
1078,10.267877
1079,6.023784
1080,-31.968193
1081,-1.6936387
1082,-21.995592
1083,-17.669815
1084,2.728107
1085,-10.15762
1086,-40.512688
1087,-2.415141
1088,-3.0343182
1089,16.027065
1090,17.230219
1091,2.9432764
1092,-32.69873
1093,-10.092538
1094,-33.11618
1095,-6.861568
1096,-13.348006
1097,-18.722563
1098,0.68149304
1099,-19.885641
1100,-30.515612
1101,-20.453817
1102,-19.305136
1103,-0.36272472
1104,-19.619875
1105,-37.07467
1106,-34.350235
1107,-27.972769
1108,-23.696047
1109,-13.356283
1110,-20.744003
1111,31.563297
1112,-11.442277
1113,-21.908648
1114,-6.336489
1115,5.8168807
1116,-13.571799
1117,-12.398423
1118,-32.256226
1119,-1.2206882
1120,-9.184911
1121,-35.417904
1122,-12.185939
1123,-29.622606
1124,-2.6804347
1125,-18.402773
1126,-18.047058
1127,2.8231084
1128,-20.678425
1129,-16.516138
1130,-5.7562857
1131,-21.952538
1132,-7.704702
1133,-22.9797
1134,-36.638363
1135,1.5366408
1136,-13.867061
1137,2.5204613
1138,-17.074863
1139,-28.906809
1140,-35.81542
1141,-11.422601
1142,-2.6189537
1143,-10.764045
1144,-36.236603
1145,-14.296771
1146,-2.1112933
1147,-8.238763
1148,2.4525669
1149,-16.150547
1150,-15.519315
1151,-10.235219
1152,2.3635678
1153,15.682555
1154,-9.605583
1155,-35.28314
1156,-3.4764915
1157,-7.627726
1158,11.22918
1159,-30.365396
1160,-13.573054
1161,-28.488882
1162,8.452767
1163,4.731073
1164,11.641407
1165,7.7077184
1166,-43.443142
1167,-24.46734
1168,-0.52948684
1169,-2.5173674
1170,-22.55578
1171,-30.39314
1172,-4.220134
1173,-57.03254
1174,-9.550742
1175,-0.6730433
1176,-17.405556
1177,-31.511309
1178,-32.56819
1179,-12.4706135
1180,-10.25466
1181,-1.0541303
1182,-4.7664948
1183,-9.420846
1184,-9.22025
1185,-16.856276
1186,0.94317317
1187,-11.508651
1188,-24.619596
1189,3.0424533
1190,-37.258263
1191,-12.42484
1192,-26.758669
1193,4.949336
1194,11.760049
1195,7.8272824
1196,-25.201075
1197,-45.02041
1198,-26.887434
1199,-24.032225
1200,-17.322865
1201,-19.598696
1202,-7.989143
1203,-11.488713
1204,-57.17451
1205,-3.3482158
1206,-17.64376
1207,-14.564472
1208,-10.43361
1209,-9.957043
1210,-17.645723
1211,16.007212
1212,22.78042
1213,-5.4091043
1214,-19.57119
1215,-31.732576
1216,-4.6849995
1217,-25.21108
1218,-17.061293
1219,-17.086931
1220,-45.62298
1221,-17.158367
1222,-17.099363
1223,-10.856957
1224,-23.556593
1225,-16.994116
1226,0.53650826
1227,-8.6776495
1228,-17.015717
1229,-7.6798835
1230,-6.193269
1231,-19.900026
1232,-53.58631
1233,-28.301313
